,product_id,category,range_type,brand,brand_tier,width_inches,height_inches,depth_inches,burners,finish,features,price,rating
15655,RNG-92000,range,gas,Wolf,luxury,48,37,30,5,White,"['Smart enabled', 'Air Fry', 'WiFi', 'Self Clean', 'Convection', 'Griddle']",10710,4.6
15656,RNG-87428,range,dual fuel,Wolf,luxury,36,42,28,4,Black,"['WiFi', 'Self Clean', 'Griddle', 'Air Fry', 'Steam Clean', 'Convection']",13570,4.3
15657,RNG-47506,range,gas,KitchenAid,premium,36,35,29,6,Stainless Steel,"['Self Clean', 'Steam Clean', 'WiFi', 'Smart enabled']",4130,3.8
15658,RNG-14988,range,dual fuel,Thermador,luxury,30,36,29,4,Stainless Steel,"['Air Fry', 'Convection', 'Griddle', 'Smart enabled']",8630,4.1
15659,RNG-49112,range,electric,Frigidaire,budget,30,36,26,6,White,"['Griddle', 'Convection']",1380,4.4
15660,RNG-42871,range,induction,Miele,luxury,48,38,26,4,Black,"['Self Clean', 'Convection', 'WiFi', 'Steam Clean', 'Smart enabled']",12520,4.7
15661,RNG-80330,range,gas,Wolf,luxury,30,38,27,5,Black,"['Steam Clean', 'Smart enabled', 'Air Fry', 'Self Clean']",5340,4.4
15662,RNG-77793,range,electric,GE,mainstream,30,44,28,4,Black Stainless,"['Griddle', 'Smart enabled']",1820,4.2
15663,RNG-23223,range,electric,Whirlpool,budget,30,38,29,5,White,"['Griddle', 'Smart enabled', 'WiFi']",1640,4.7
15664,RNG-70494,range,gas,Wolf,luxury,36,36,30,4,Black,"['Steam Clean', 'WiFi', 'Smart enabled', 'Self Clean', 'Convection', 'Griddle']",6540,4.1
15665,RNG-59887,range,gas,Samsung,mainstream,30,37,29,4,Stainless Steel,"['Self Clean', 'Air Fry', 'Steam Clean']",2270,4.2
15666,RNG-67922,range,electric,GE,mainstream,30,36,30,6,Black,"['WiFi', 'Self Clean']",1920,3.9
15667,RNG-09984,range,electric,GE,mainstream,30,36,27,5,Black,"['Griddle', 'Smart enabled', 'WiFi']",1660,4.4
15668,RNG-01483,range,gas,Frigidaire,budget,30,39,28,4,Black Stainless,['Griddle'],1620,4.3
15669,RNG-10306,range,gas,Wolf,luxury,36,38,30,5,White,"['Convection', 'Smart enabled', 'WiFi', 'Steam Clean', 'Self Clean', 'Air Fry', 'Griddle']",7300,4.1
15670,RNG-14363,range,induction,Bosch,premium,36,36,31,6,Black,"['Air Fry', 'Smart enabled', 'Convection']",7050,3.9
15671,RNG-96972,range,dual fuel,Monogram,luxury,36,44,31,6,White,"['Air Fry', 'Smart enabled', 'WiFi', 'Griddle', 'Steam Clean', 'Convection']",17780,3.9
15672,RNG-59875,range,gas,Frigidaire,budget,24,35,28,6,White,"['Air Fry', 'Steam Clean']",1640,4.1
15673,RNG-95915,range,induction,Samsung,mainstream,30,38,25,6,White,"['Convection', 'Steam Clean']",2970,4.5
15674,RNG-85346,range,electric,GE,mainstream,30,36,29,5,Black,"['Smart enabled', 'Air Fry', 'WiFi', 'Self Clean']",2040,3.9
15675,RNG-58401,range,electric,Frigidaire,budget,30,39,29,6,White,"['Convection', 'Smart enabled', 'Air Fry']",1670,4.9
15676,RNG-66285,range,electric,GE,mainstream,30,35,25,5,Black,"['Griddle', 'Self Clean', 'Convection']",1590,4.2
15677,RNG-80062,range,dual fuel,Cafe,premium,30,35,30,4,Black Stainless,"['Air Fry', 'Smart enabled', 'Convection']",5740,4.4
15678,RNG-82572,range,induction,GE,mainstream,30,39,30,4,White,"['Steam Clean', 'Griddle']",2890,4.3
15679,RNG-82301,range,induction,Samsung,mainstream,36,38,27,5,Black,"['Self Clean', 'Steam Clean', 'Smart enabled']",3860,4.0
15680,RNG-26925,range,dual fuel,Monogram,luxury,48,38,30,6,Black,"['Smart enabled', 'Self Clean', 'Convection', 'WiFi', 'Air Fry']",21120,4.7
15681,RNG-50835,range,electric,LG,mainstream,36,42,30,6,White,"['Smart enabled', 'Griddle', 'Air Fry']",2870,4.0
15682,RNG-07677,range,electric,Whirlpool,budget,30,35,29,5,White,"['Griddle', 'Self Clean']",1550,4.2
15683,RNG-77931,range,electric,LG,mainstream,30,36,31,4,Stainless Steel,"['Smart enabled', 'Self Clean']",1840,4.1
15684,RNG-77765,range,induction,Samsung,mainstream,30,35,26,5,Stainless Steel,"['Air Fry', 'Steam Clean', 'Self Clean', 'Smart enabled']",2930,4.4
15685,RNG-50774,range,induction,Samsung,mainstream,36,39,29,5,White,"['Convection', 'Smart enabled', 'Self Clean']",4800,3.6
15686,RNG-73500,range,electric,Samsung,mainstream,30,36,30,6,White,"['Steam Clean', 'Air Fry', 'Griddle']",2020,4.1
15687,RNG-31265,range,induction,Fisher & Paykel,luxury,48,36,30,5,White,"['Steam Clean', 'Self Clean', 'Smart enabled', 'Griddle', 'Convection']",14780,3.9
15688,RNG-69648,range,gas,Wolf,luxury,48,39,31,4,Black Stainless,"['Steam Clean', 'Griddle', 'Convection', 'Self Clean', 'Smart enabled']",10540,3.7
15689,RNG-17230,range,dual fuel,Wolf,luxury,30,38,25,4,Stainless Steel,"['WiFi', 'Steam Clean', 'Air Fry', 'Smart enabled', 'Griddle']",8520,4.1
15690,RNG-03250,range,induction,Samsung,mainstream,30,40,30,6,White,"['Self Clean', 'WiFi']",3960,4.1
15691,RNG-43979,range,gas,Whirlpool,budget,24,37,27,4,Black,"['WiFi', 'Air Fry']",1500,4.0
15692,RNG-15527,range,electric,Frigidaire,budget,24,37,29,4,White,['Griddle'],1130,4.5
15693,RNG-35735,range,induction,GE,mainstream,36,46,27,6,Black,"['Griddle', 'Steam Clean', 'WiFi']",4980,4.5
15694,RNG-76128,range,gas,GE,mainstream,24,42,27,4,Stainless Steel,"['Air Fry', 'WiFi', 'Smart enabled']",2040,4.2
15695,RNG-96390,range,induction,Cafe,premium,30,38,26,4,Stainless Steel,"['Smart enabled', 'WiFi', 'Self Clean', 'Griddle', 'Steam Clean']",4200,4.5
15696,RNG-65964,range,electric,Samsung,mainstream,36,37,27,4,Stainless Steel,"['WiFi', 'Griddle']",2110,4.1
15697,RNG-41179,range,gas,LG,mainstream,30,36,26,4,Black Stainless,"['Convection', 'Air Fry', 'Steam Clean']",2050,4.4
15698,RNG-44669,range,dual fuel,Thermador,luxury,30,36,26,4,Black Stainless,"['WiFi', 'Griddle', 'Convection', 'Steam Clean', 'Air Fry', 'Smart enabled', 'Self Clean']",8430,4.0
15699,RNG-33500,range,induction,GE,mainstream,30,35,27,4,Black Stainless,"['WiFi', 'Self Clean', 'Griddle', 'Smart enabled']",2760,4.1
15700,RNG-12771,range,electric,Samsung,mainstream,36,46,31,4,Black,"['WiFi', 'Smart enabled', 'Convection', 'Air Fry']",2540,4.8
15701,RNG-67053,range,gas,KitchenAid,premium,36,37,26,4,Stainless Steel,"['Convection', 'Smart enabled']",3790,4.0
15702,RNG-99804,range,electric,Samsung,mainstream,30,37,25,5,Black,"['WiFi', 'Air Fry', 'Griddle', 'Convection']",2000,4.6
15703,RNG-54670,range,dual fuel,Monogram,luxury,36,39,29,6,White,"['Convection', 'Air Fry', 'Self Clean', 'Smart enabled', 'Steam Clean', 'Griddle']",13660,4.2
15704,RNG-77413,range,electric,LG,mainstream,36,36,30,5,Black,"['Convection', 'Self Clean', 'Griddle', 'Smart enabled']",2540,4.7
15705,RNG-11208,range,gas,KitchenAid,premium,36,38,25,6,Black Stainless,"['Smart enabled', 'Convection', 'WiFi']",4200,4.2
15706,RNG-09241,range,electric,Samsung,mainstream,36,40,31,4,Black,"['WiFi', 'Steam Clean', 'Air Fry']",2640,3.6
15707,RNG-67311,range,dual fuel,Monogram,luxury,48,44,27,6,Stainless Steel,"['Self Clean', 'Steam Clean', 'WiFi', 'Air Fry', 'Griddle', 'Convection', 'Smart enabled']",24220,4.1
15708,RNG-48211,range,gas,GE,mainstream,24,36,30,5,Black,"['Steam Clean', 'Convection']",2030,4.0
15709,RNG-55155,range,dual fuel,Monogram,luxury,36,35,30,6,Black,"['Air Fry', 'Griddle', 'WiFi', 'Convection']",15200,3.8
15710,RNG-88498,range,dual fuel,Wolf,luxury,48,36,25,6,White,"['Self Clean', 'Convection', 'WiFi', 'Griddle', 'Air Fry']",21280,4.2
15711,RNG-04302,range,electric,Samsung,mainstream,30,36,25,6,Stainless Steel,"['WiFi', 'Steam Clean']",1750,4.3
15712,RNG-43369,range,electric,GE,mainstream,24,37,25,6,White,"['Self Clean', 'Convection', 'Griddle']",1680,4.5
15713,RNG-08163,range,electric,LG,mainstream,30,36,25,6,Black Stainless,"['Convection', 'Steam Clean']",1660,4.3
15714,RNG-46795,range,induction,Samsung,mainstream,36,36,29,5,White,"['Griddle', 'Steam Clean', 'Convection']",4460,4.3
15715,RNG-99692,range,dual fuel,Cafe,premium,30,42,26,4,Stainless Steel,"['WiFi', 'Smart enabled']",5340,4.0
15716,RNG-23282,range,dual fuel,Monogram,luxury,48,39,30,6,Black Stainless,"['WiFi', 'Steam Clean', 'Self Clean', 'Air Fry', 'Convection', 'Smart enabled', 'Griddle']",22990,4.2
15717,RNG-60675,range,dual fuel,Wolf,luxury,48,36,26,6,Black,"['Griddle', 'Smart enabled', 'Convection', 'Air Fry']",18570,4.2
15718,RNG-02768,range,gas,LG,mainstream,30,36,29,6,Black Stainless,"['WiFi', 'Steam Clean', 'Self Clean']",2570,4.5
15719,RNG-94815,range,gas,Whirlpool,budget,30,40,30,4,White,"['WiFi', 'Air Fry']",1870,4.4
15720,RNG-74860,range,electric,Bosch,premium,36,39,29,5,White,"['Convection', 'Smart enabled']",3430,4.4
15721,RNG-22466,range,gas,Whirlpool,budget,30,36,25,6,Stainless Steel,"['WiFi', 'Air Fry']",1920,4.8
15722,RNG-00580,range,electric,Bosch,premium,30,37,29,4,Black Stainless,"['Air Fry', 'Smart enabled']",2090,4.2
15723,RNG-17971,range,electric,Frigidaire,budget,30,42,27,6,Black,['Self Clean'],1440,4.3
15724,RNG-57140,range,induction,GE,mainstream,30,36,27,6,Black Stainless,"['Self Clean', 'Steam Clean', 'WiFi', 'Smart enabled']",3750,4.2
15725,RNG-55024,range,dual fuel,Cafe,premium,36,40,26,5,Black,"['Self Clean', 'Griddle', 'Steam Clean']",7450,4.0
15726,RNG-32758,range,gas,KitchenAid,premium,30,39,26,5,Stainless Steel,"['Smart enabled', 'Air Fry']",3080,4.0
15727,RNG-13393,range,dual fuel,KitchenAid,premium,30,44,31,4,Black Stainless,"['Convection', 'WiFi', 'Air Fry', 'Self Clean']",6020,4.1
15728,RNG-69242,range,induction,Miele,luxury,48,35,28,6,Black,"['Griddle', 'Air Fry', 'Convection', 'Self Clean', 'WiFi', 'Steam Clean', 'Smart enabled']",16500,3.9
15729,RNG-92469,range,electric,Samsung,mainstream,36,40,28,6,White,"['Convection', 'Steam Clean', 'Griddle']",2750,4.4
15730,RNG-26977,range,gas,LG,mainstream,36,42,27,5,Stainless Steel,"['Convection', 'Self Clean', 'Smart enabled', 'Griddle']",3400,4.1
15731,RNG-68821,range,dual fuel,Monogram,luxury,36,36,28,4,White,"['Griddle', 'Smart enabled', 'Air Fry', 'WiFi', 'Steam Clean']",11360,4.4
15732,RNG-34526,range,induction,GE,mainstream,30,46,28,5,Stainless Steel,"['Smart enabled', 'Steam Clean']",3380,4.0
15733,RNG-29758,range,electric,Whirlpool,budget,30,38,27,6,Black Stainless,"['Smart enabled', 'Convection']",1460,4.7
15734,RNG-03506,range,gas,Frigidaire,budget,24,38,26,6,Black,['Smart enabled'],1590,4.5
15735,RNG-86813,range,electric,LG,mainstream,30,44,28,5,Black Stainless,"['Convection', 'Steam Clean', 'Self Clean']",1890,3.4
15736,RNG-81177,range,electric,Bosch,premium,30,38,25,5,Black Stainless,"['Air Fry', 'Steam Clean']",2040,4.3
15737,RNG-99918,range,electric,Frigidaire,budget,30,36,31,4,Black Stainless,"['Air Fry', 'Convection']",1610,4.5
15738,RNG-13883,range,electric,Whirlpool,budget,30,37,25,5,White,"['Self Clean', 'Griddle']",1290,4.1
15739,RNG-22812,range,induction,Bosch,premium,30,37,29,4,Stainless Steel,"['Griddle', 'Self Clean', 'WiFi']",3940,4.2
15740,RNG-96373,range,electric,Bosch,premium,30,38,30,6,White,"['Griddle', 'Air Fry']",2730,4.3
15741,RNG-56122,range,gas,KitchenAid,premium,30,38,29,5,Black,"['Self Clean', 'Smart enabled', 'Air Fry', 'Steam Clean', 'WiFi']",3240,4.4
15742,RNG-13828,range,electric,Bosch,premium,36,39,30,5,Black,"['Convection', 'WiFi', 'Griddle', 'Air Fry']",3570,3.9
15743,RNG-21585,range,dual fuel,KitchenAid,premium,36,38,31,5,Stainless Steel,"['WiFi', 'Convection', 'Griddle', 'Smart enabled', 'Air Fry']",9730,4.3
15744,RNG-75838,range,gas,Wolf,luxury,36,36,25,6,White,"['Smart enabled', 'Air Fry', 'Convection', 'WiFi', 'Self Clean']",6170,4.6
15745,RNG-16168,range,electric,Bosch,premium,36,37,27,6,Black Stainless,"['Smart enabled', 'Steam Clean']",2940,4.3
15746,RNG-35850,range,induction,Miele,luxury,48,44,27,5,Stainless Steel,"['Smart enabled', 'Convection', 'WiFi', 'Griddle', 'Self Clean']",15640,3.8
15747,RNG-34226,range,dual fuel,Thermador,luxury,48,36,28,5,White,"['Smart enabled', 'WiFi', 'Griddle', 'Steam Clean', 'Air Fry', 'Self Clean', 'Convection']",19160,4.4
15748,RNG-51950,range,electric,Frigidaire,budget,30,40,25,6,Stainless Steel,"['WiFi', 'Steam Clean', 'Air Fry']",1570,4.2
15749,RNG-76855,range,induction,Cafe,premium,48,36,29,5,Black Stainless,"['WiFi', 'Griddle', 'Smart enabled', 'Steam Clean']",9330,4.4
15750,RNG-33549,range,electric,Whirlpool,budget,30,40,27,5,Black Stainless,"['Self Clean', 'WiFi', 'Smart enabled']",1680,4.4
15751,RNG-91615,range,dual fuel,KitchenAid,premium,30,36,29,6,Black,"['Steam Clean', 'Smart enabled', 'Griddle']",6090,4.4
15752,RNG-07051,range,gas,GE,mainstream,30,37,28,5,White,"['Steam Clean', 'Air Fry', 'Smart enabled', 'WiFi']",2240,4.3
15753,RNG-51859,range,electric,LG,mainstream,30,35,26,4,Stainless Steel,"['Smart enabled', 'Convection', 'Steam Clean']",1550,4.2
15754,RNG-26941,range,electric,LG,mainstream,36,36,26,6,Black,"['WiFi', 'Smart enabled']",2420,4.5
15755,RNG-23133,range,dual fuel,Monogram,luxury,48,46,28,4,White,"['Steam Clean', 'Griddle', 'Smart enabled', 'Air Fry', 'WiFi']",19730,4.4
15756,RNG-08732,range,gas,Samsung,mainstream,30,39,30,4,Black,"['Steam Clean', 'Griddle']",2320,4.8
15757,RNG-25076,range,electric,LG,mainstream,30,36,29,5,Black Stainless,"['WiFi', 'Convection', 'Steam Clean', 'Smart enabled']",1900,3.6
15758,RNG-23071,range,electric,Bosch,premium,30,37,31,5,Black,"['Self Clean', 'Smart enabled']",2430,4.4
15759,RNG-48783,range,electric,Frigidaire,budget,24,35,25,4,Stainless Steel,"['WiFi', 'Smart enabled', 'Air Fry']",1230,4.7
15760,RNG-99831,range,dual fuel,KitchenAid,premium,30,42,28,5,White,"['Smart enabled', 'Convection', 'Griddle', 'Steam Clean', 'Self Clean']",7060,4.5
15761,RNG-44995,range,electric,Whirlpool,budget,24,46,25,6,Black,['Air Fry'],1300,4.3
15762,RNG-42354,range,electric,Frigidaire,budget,30,36,30,5,Black,"['Griddle', 'Air Fry', 'Steam Clean']",1550,4.7
15763,RNG-89422,range,induction,Cafe,premium,36,35,29,5,Black,"['Steam Clean', 'Self Clean']",5390,4.3
15764,RNG-85256,range,induction,Samsung,mainstream,30,38,26,5,Black,"['Air Fry', 'Convection']",2720,4.4
15765,RNG-22551,range,induction,Miele,luxury,36,37,28,6,Stainless Steel,"['Smart enabled', 'Convection', 'Griddle', 'Steam Clean']",10720,4.2
15766,RNG-57631,range,gas,Samsung,mainstream,30,36,27,4,Black,"['WiFi', 'Smart enabled', 'Steam Clean', 'Convection']",2050,4.2
15767,RNG-15496,range,gas,GE,mainstream,30,38,30,6,Black,"['Convection', 'Air Fry']",2260,4.3
15768,RNG-77321,range,gas,KitchenAid,premium,36,40,30,6,White,"['Convection', 'WiFi', 'Self Clean']",5310,4.2
15769,RNG-58727,range,gas,KitchenAid,premium,36,36,28,6,Black Stainless,"['Griddle', 'WiFi', 'Convection']",4140,4.2
15770,RNG-29653,range,dual fuel,KitchenAid,premium,30,37,26,6,Black,"['Self Clean', 'Convection']",6480,4.2
15771,RNG-90824,range,dual fuel,Cafe,premium,30,46,25,5,Black Stainless,"['Steam Clean', 'Self Clean', 'Convection', 'Air Fry', 'WiFi']",6520,4.2
15772,RNG-82114,range,induction,Cafe,premium,30,35,29,6,Stainless Steel,"['WiFi', 'Air Fry', 'Griddle', 'Convection']",5010,4.4
15773,RNG-42238,range,induction,Bosch,premium,30,38,26,6,Black Stainless,"['WiFi', 'Smart enabled', 'Griddle', 'Convection']",4420,4.1
15774,RNG-46678,range,induction,Samsung,mainstream,24,36,26,4,Stainless Steel,"['Smart enabled', 'WiFi', 'Steam Clean', 'Griddle']",2540,3.9
15775,RNG-76708,range,induction,Miele,luxury,48,36,27,6,Stainless Steel,"['Smart enabled', 'Steam Clean', 'Convection', 'Air Fry']",16320,4.6
15776,RNG-76969,range,electric,Frigidaire,budget,24,38,27,5,Black,['Griddle'],1180,4.3
15777,RNG-43992,range,induction,Bosch,premium,30,42,25,4,Black Stainless,"['Steam Clean', 'Griddle', 'Self Clean', 'Smart enabled']",4180,4.0
15778,RNG-65023,range,electric,Frigidaire,budget,30,39,29,5,Stainless Steel,"['Air Fry', 'Griddle']",1610,3.9
15779,RNG-56888,range,electric,LG,mainstream,30,37,31,5,White,"['Steam Clean', 'Convection', 'WiFi']",1790,3.8
15780,RNG-32018,range,gas,Whirlpool,budget,30,38,27,5,Black,"['Air Fry', 'Smart enabled']",1890,4.3
15781,RNG-90475,range,electric,GE,mainstream,30,40,31,5,Black,"['Air Fry', 'Self Clean']",2000,4.0
15782,RNG-60666,range,gas,GE,mainstream,30,46,27,4,Black Stainless,"['WiFi', 'Air Fry', 'Convection', 'Griddle']",2690,4.5
15783,RNG-45682,range,gas,Wolf,luxury,48,42,29,5,Black,"['Griddle', 'Smart enabled', 'Convection', 'Air Fry', 'Self Clean', 'Steam Clean']",10760,4.2
15784,RNG-99054,range,gas,Wolf,luxury,36,38,26,6,White,"['Convection', 'WiFi', 'Smart enabled', 'Steam Clean', 'Air Fry']",6640,4.8
15785,RNG-33994,range,electric,Samsung,mainstream,36,37,25,5,Black Stainless,"['Convection', 'Steam Clean', 'Air Fry', 'WiFi']",2430,4.4
15786,RNG-47282,range,gas,Whirlpool,budget,30,36,31,5,White,"['Steam Clean', 'Air Fry', 'Smart enabled']",2200,4.3
15787,RNG-93040,range,dual fuel,Monogram,luxury,48,38,30,6,White,"['Steam Clean', 'Self Clean', 'Convection', 'Air Fry', 'WiFi', 'Griddle']",22440,4.4
15788,RNG-28342,range,gas,LG,mainstream,30,40,25,4,Black Stainless,"['Self Clean', 'Steam Clean']",1880,4.7
15789,RNG-76106,range,gas,GE,mainstream,30,37,30,4,White,"['Self Clean', 'Steam Clean', 'Convection', 'Smart enabled']",2590,4.3
15790,RNG-87541,range,dual fuel,Wolf,luxury,30,36,26,5,Stainless Steel,"['Griddle', 'WiFi', 'Convection', 'Smart enabled', 'Self Clean', 'Steam Clean', 'Air Fry']",10380,4.2
15791,RNG-98549,range,dual fuel,Cafe,premium,36,35,26,6,Black Stainless,"['Air Fry', 'Convection', 'Smart enabled', 'Self Clean', 'Griddle']",8780,4.0
15792,RNG-11607,range,dual fuel,Cafe,premium,48,36,31,6,White,"['Griddle', 'Convection', 'Air Fry', 'WiFi']",14120,4.7
15793,RNG-38828,range,induction,Fisher & Paykel,luxury,48,36,30,4,Black,"['Steam Clean', 'Convection', 'Griddle', 'WiFi', 'Air Fry', 'Smart enabled', 'Self Clean']",14650,4.3
15794,RNG-12178,range,dual fuel,Cafe,premium,36,36,25,5,Black Stainless,"['Air Fry', 'Griddle', 'Steam Clean', 'Self Clean']",7110,4.2
15795,RNG-13428,range,gas,Samsung,mainstream,30,42,30,5,White,"['Convection', 'Steam Clean', 'Smart enabled', 'Griddle']",2550,4.3
15796,RNG-05761,range,induction,Samsung,mainstream,30,36,25,6,Black,"['Air Fry', 'Smart enabled', 'WiFi', 'Self Clean']",3480,4.2
15797,RNG-35928,range,electric,GE,mainstream,24,44,26,4,Black,"['WiFi', 'Self Clean']",1570,4.4
15798,RNG-32358,range,electric,GE,mainstream,30,36,25,4,White,"['Convection', 'WiFi']",1330,4.6
15799,RNG-77814,range,electric,GE,mainstream,24,36,31,5,Black,"['Griddle', 'Steam Clean', 'Convection']",1660,4.1
15800,RNG-79751,range,electric,Frigidaire,budget,30,37,28,4,Black Stainless,"['Convection', 'Air Fry', 'WiFi']",1510,4.6
15801,RNG-72182,range,gas,Whirlpool,budget,30,37,31,6,Black Stainless,['Air Fry'],1900,4.3
15802,RNG-04225,range,electric,LG,mainstream,30,46,31,5,Black,"['WiFi', 'Smart enabled', 'Griddle', 'Self Clean']",2440,4.1
15803,RNG-01799,range,induction,Bosch,premium,30,38,28,5,White,"['WiFi', 'Convection']",4710,4.1
15804,RNG-17453,range,gas,Whirlpool,budget,30,35,25,5,Black Stainless,['Smart enabled'],1680,4.6
15805,RNG-40674,range,electric,Frigidaire,budget,30,36,26,5,Black,['Steam Clean'],1290,4.5
15806,RNG-68937,range,induction,Samsung,mainstream,24,35,26,5,White,"['Steam Clean', 'Air Fry', 'Self Clean']",2450,4.0
15807,RNG-08517,range,dual fuel,Monogram,luxury,48,36,27,4,Black,"['Convection', 'WiFi', 'Self Clean', 'Smart enabled', 'Air Fry', 'Steam Clean', 'Griddle']",16540,3.7
15808,RNG-99116,range,dual fuel,Cafe,premium,30,42,28,4,Black,"['Air Fry', 'Convection', 'Griddle', 'Self Clean', 'Smart enabled']",6630,4.1
15809,RNG-90687,range,induction,Fisher & Paykel,luxury,36,36,28,6,Black Stainless,"['Griddle', 'Air Fry', 'Self Clean', 'Convection']",9730,4.7
15810,RNG-40425,range,electric,LG,mainstream,30,38,28,5,Black,"['Griddle', 'WiFi', 'Convection']",1820,4.6
15811,RNG-57265,range,electric,Samsung,mainstream,30,36,29,5,Black,"['Air Fry', 'Smart enabled']",1590,4.5
15812,RNG-98356,range,dual fuel,Thermador,luxury,36,36,25,5,Black Stainless,"['Griddle', 'Air Fry', 'Steam Clean', 'Self Clean', 'Convection']",12170,4.0
15813,RNG-60960,range,dual fuel,Monogram,luxury,30,44,26,6,Black Stainless,"['WiFi', 'Steam Clean', 'Convection', 'Self Clean', 'Air Fry', 'Griddle', 'Smart enabled']",10430,4.1
15814,RNG-22908,range,induction,Miele,luxury,30,36,27,6,White,"['Griddle', 'Self Clean', 'Air Fry', 'Smart enabled', 'Steam Clean']",7200,3.5
15815,RNG-22917,range,gas,GE,mainstream,24,36,28,6,White,"['WiFi', 'Smart enabled', 'Convection']",1940,4.1
15816,RNG-84498,range,electric,Bosch,premium,48,38,27,5,Stainless Steel,"['Griddle', 'Steam Clean']",4890,3.7
15817,RNG-82124,range,induction,Bosch,premium,36,39,26,4,White,"['Smart enabled', 'Self Clean', 'Griddle', 'WiFi', 'Convection']",5590,4.4
15818,RNG-59504,range,induction,Cafe,premium,30,44,27,5,Black Stainless,"['Smart enabled', 'Air Fry', 'WiFi', 'Griddle']",5350,4.9
15819,RNG-30594,range,gas,Frigidaire,budget,30,36,28,6,Stainless Steel,['Griddle'],1680,4.5
15820,RNG-34135,range,electric,Whirlpool,budget,30,35,28,6,Black Stainless,"['Convection', 'Smart enabled']",1520,3.8
15821,RNG-51354,range,dual fuel,Thermador,luxury,36,40,29,5,White,"['Self Clean', 'Griddle', 'Smart enabled', 'Air Fry', 'Steam Clean', 'Convection']",12870,4.2
15822,RNG-32007,range,electric,Samsung,mainstream,24,36,30,6,White,"['Smart enabled', 'WiFi', 'Convection']",1810,4.4
15823,RNG-34789,range,induction,Cafe,premium,30,35,26,4,Black,"['Smart enabled', 'Air Fry', 'Convection', 'Self Clean']",3880,4.0
15824,RNG-43914,range,induction,Cafe,premium,48,36,31,4,White,"['Smart enabled', 'WiFi', 'Convection', 'Griddle']",8140,4.2
15825,RNG-39485,range,gas,KitchenAid,premium,36,39,29,6,White,"['Smart enabled', 'Steam Clean', 'WiFi']",4380,4.6
15826,RNG-16928,range,induction,Samsung,mainstream,36,42,25,4,Black Stainless,"['Smart enabled', 'Air Fry', 'Steam Clean']",3920,4.0
15827,RNG-03511,range,electric,Bosch,premium,30,36,25,6,White,"['WiFi', 'Air Fry', 'Convection', 'Smart enabled', 'Self Clean']",2950,4.6
15828,RNG-70635,range,dual fuel,KitchenAid,premium,36,37,25,4,Stainless Steel,"['Self Clean', 'Steam Clean', 'Air Fry', 'Smart enabled']",6330,4.1
15829,RNG-66541,range,electric,Frigidaire,budget,30,37,28,4,Stainless Steel,['Self Clean'],1180,4.0
15830,RNG-51199,range,gas,KitchenAid,premium,30,36,31,4,White,"['Convection', 'Smart enabled', 'WiFi']",3150,4.1
15831,RNG-72095,range,dual fuel,Cafe,premium,36,36,25,4,Black,"['Smart enabled', 'Steam Clean', 'Air Fry', 'WiFi']",6650,4.3
15832,RNG-17347,range,electric,GE,mainstream,36,36,26,4,Black Stainless,"['Air Fry', 'Smart enabled', 'WiFi', 'Steam Clean']",2030,3.7
15833,RNG-00564,range,electric,LG,mainstream,30,36,27,4,Stainless Steel,"['Steam Clean', 'Convection']",1520,4.5
15834,RNG-72296,range,induction,Samsung,mainstream,30,40,25,4,Black,"['Steam Clean', 'Self Clean']",2580,4.1
15835,RNG-25965,range,dual fuel,Cafe,premium,48,36,25,4,White,"['Griddle', 'Steam Clean', 'Smart enabled', 'Air Fry']",10190,4.4
15836,RNG-27238,range,gas,Samsung,mainstream,30,37,26,6,Black,"['Smart enabled', 'Convection']",2280,4.4
15837,RNG-24240,range,dual fuel,KitchenAid,premium,30,35,30,5,Black Stainless,"['Griddle', 'Air Fry', 'Self Clean']",5890,4.1
15838,RNG-48649,range,induction,Miele,luxury,36,42,28,4,Stainless Steel,"['WiFi', 'Air Fry', 'Convection', 'Steam Clean']",10040,4.6
15839,RNG-03030,range,gas,Wolf,luxury,36,40,26,4,Black Stainless,"['WiFi', 'Griddle', 'Self Clean', 'Smart enabled', 'Convection', 'Air Fry', 'Steam Clean']",6520,4.3
15840,RNG-94046,range,electric,Samsung,mainstream,30,39,28,6,White,"['Convection', 'Griddle']",1810,4.1
15841,RNG-16273,range,dual fuel,Thermador,luxury,60,36,26,6,White,"['Smart enabled', 'Air Fry', 'Convection', 'Steam Clean', 'WiFi']",30290,4.1
15842,RNG-15882,range,induction,Bosch,premium,36,38,28,4,Black Stainless,"['Griddle', 'WiFi', 'Steam Clean', 'Air Fry', 'Smart enabled']",6090,3.7
15843,RNG-15291,range,induction,Cafe,premium,30,36,29,4,Black,"['Self Clean', 'Convection']",3780,4.5
15844,RNG-24296,range,dual fuel,Thermador,luxury,48,40,31,4,Black,"['Smart enabled', 'WiFi', 'Convection', 'Self Clean']",22380,4.2
15845,RNG-54199,range,induction,Bosch,premium,36,40,29,5,Stainless Steel,"['Smart enabled', 'WiFi']",6640,3.7
15846,RNG-05453,range,electric,Bosch,premium,36,36,28,6,Black Stainless,"['Self Clean', 'Air Fry', 'Convection', 'Griddle', 'Steam Clean']",3810,4.0
15847,RNG-27391,range,induction,Samsung,mainstream,24,36,31,4,White,"['Air Fry', 'Self Clean', 'Steam Clean']",2830,4.2
15848,RNG-39491,range,gas,KitchenAid,premium,30,37,31,5,Black,"['Griddle', 'Smart enabled']",3350,4.2
